text	sentiment_score
Well, it's I'll just explain real fast, but it has its particle that like start of the universe the Big Bang.	0.0
I know who else was there. I can't really think of any one else has really stood out of shit. Obviously sag bow.	-1.0
He took us to like he treated us to dinners and just things he hadn't have to do I was laughing at I don't think everyone knows this but that day that I did the back-to-back-to-back. I talked to all of the dancers. They're all on Dance Network TV if you're looking for the articles, but every single one of you mentioned he got us the Thera gun and he did	0.0
Do you put your face in your nudes or no? Absolutely. Not. That's what I was thinking. I'm like, well, I don't do my makeup for my nudes because I don't my face I serve full phase. It's like face to boobs to to like vagina.	0.0
It's Señor they were so easy. I can't even Swing from one ring to the next like at all and it used to be that it it's crazy how things change right because when you were little you were doing it because it was fun.	-1.0
You can leave the yolks in that's so gross. It's yellow have 1/2 1/2 of 1/2 to you. Have you have a half a cup of water? Half a cup of almond milk heat that up get some quick oats put the quick oats in there while the quick oats are cooking whisk a couple of eggs. Okay until it's all yellow.	-1.0
Yes easy for you to sneak in only one year when I had my art class my first period because my teacher would always be okay with it. As long as I grabbed her something on my way in. So if I got her like a granola bar or coffee or something, she would be okay with the 10-15 minutes late. You could bribe your way out of it just her thou so I she's not obviously like mr. Honey.	1.0
Oh my God, thank you so much. This is a like has been the best experience so far and good. Everyone is just like super nice the cast The Crew the just everyone is just so welcoming and right away you feel like you're just part of their family's amazing.	1.0
Yeah, they're good one. But like the first first one I took was in like a bralette and you were like, oh just like send it on Snapchat.	1.0
I might just pour whatever cleaning product I have on hand into the toilet, maybe even a little bit of bleach because there's already water in there to kind of dilute that bleach.	0.0
That is not bad at all.	1.0
I am right now so I have to like I'm traveling but when I'm not traveling we most likely be getting together and doing the podcast together. So some of them will have better audio. We're probably at some point if this gets popular enough for we get long enough into it, we might buy a better microphone were together and use that but for now, we're doing this this way because it's the best we got so Ricky G or day if you have any ideas for what you want to do for our first topic of discussion today.	-1.0
As for people to practice and draw that up because it is a it is a fine motor skills hard for a lot of people to figure it out and people notice first time they met me you handled the syringe, right? So they would need to practice with it and learn how to use it draw it out. Because in that in that moment people panic people forget to eventually the forget all the other little stuff that is started grabbing that that kit and start drawing it up which at the end of the day is good you're getting it in but we need to ventilate these people up there gonna be brain-dead afterwards. Otherwise, we need to we need to get that option in them and we injected	-1.0
Yeah, you know, so like just try to deliver your absolute personal best and and I'm sure like people will see it. So but I'm very grateful for the discipline that taught me for sure.	1.0
Yeah. Well, I kind of understand why because you know, the the second scene is after the coming out of the concert.	1.0
Oh the bus stop. I'm not a morning person to begin with me. Neither. I gotta get up at 6:30 get my daughter up and ready do her hair. I don't have to do that. I gotta get dressed and I gotta go outside with a son is still coming up. So that's what I do. So today I worked from home and when I work from home, I'll bring him to the bus stop like in a hoodie and my flip-flops sometimes and then come back and maybe get back in bed if I can or if I have work to do just start doing work, but it's just a little bit more comfortable. Like I don't have to race to the bus stop but most days I bring them to the bus stop and immediately leave like tomorrow and I just get on the train and I get to work but I am not at all awake in the morning and what wakes me up is my temper at them not being awake.	1.0
I'll give you this last time we were on Saturday.	1.0
All right, so is is for me it's a 50/50 thing 50/50 in that, you know, I was 17 so I didn't know shit about nothing. Right and it's that's naive Tay that you have that when you're that young that I think protects you from the realities of the entertainment business now personally, I always thought we was making fire because of what the movie was. I was like yo, this is like our life, you know what I mean? Like I could relate so much to the film that I felt like I would go see this, you know, but then you know, this is me saying it in hindsight, but you just there's so many variables that come into you know, the filmmaking process the timing the market Yada, yada yada, but personally I always felt it was going to be fired. You know what I mean? Because I was a part of the process again. I'm on set with pot we doing this scene. We doing that scene and storylines going here going there. I thought it was dope.	1.0
No, he has not invested yet.	-1.0
Like I like the head I went back it was her pressure on you because you have been in Black centered movies mean you are that's where you kind of started to build your reputation. How much pressure or was there any pressure at all for you to do something more quote-unquote mainstream?	-1.0
That's that's rough math. Like they say there's all the time and the music industry. Designed to keep you in debt and this is just another example of it man. It's a lot of these little backwards deals that they that they toss in there to keep you to keep you working to keep they pockets lace while you get next to nothing out of it. It's just it's sad bro. Like I don't ever want to see nobody go through that. Especially someone that works like, you know, the way we know all know Kanye works okay ago in the hibernation and work for like 6 to 7 months straight. No and very seldom calling out for For some time. So I just think that's it's just toughness like never Rockefeller of all, you know of all places like kind of crazy. It just makes you think different about a lot of people that we'd be celebrating even the labels that we'd like yo, they was getting it. It's like yeah, but at what cost a lot of people like basically selling a soul just to get on and years later 15 years later. They still can't they can't even break free of that shit. Like I was just explained with the de la Sol's Shit that they came out with 30 years ago today, you know saying they can't even say not even getting money off of that which is crazy. Like how do you still have a choke?	-1.0
Well, maybe I heard it the first live episode.	0.0
There's other thing. I know it sounds like I'm just saying yeah, we'll look into that one.	-1.0
I think so we started at 6:00 and I feel it's just before midnight. So look, I was pretty happy with that. I really this was the first event really wasn't sure what my time is going to be. Also, I did serve Christ two weeks ago. So I was a bit tired and you don't back on other ways mainly, so how are you managing your recovery between these all these big races? Well, I don't like tapering. I pretty much do everything. Everyone says you shouldn't do Don't really take the much. I hate it. This one I stop moving my body just seems to Fall to Pieces. So I just keep moving. Yeah, you know, I don't I didn't let the day after the skinny remote right was going to go for a walk. I would normally would in the end I didn't so, it's Monday. I went for a run today. I went to run I'm not huge like tip yesterday was 10ks today living pays and quite slow so down. I just watched. I just enjoy it. I have to keep moving and Yeah. Yeah, just what what's your version of the quite slow? What today was about six minute codes? Yeah, okay, because I was going to say because you can move so just run with you. You know, I couldn't I couldn't endure. I guess I'm not I wouldn't consider myself someone whom is faster Speedy, but I seem to be able to put along and keep going. So yeah just before	1.0
The experiences we'll buy a theist and and not agnostic.	0.0
I don't know. They always come up with something creative. As you said like not only you know, you were enacting you always into the Arts. And music was something that you were also into now. Was that something at that time? You were pursuing at the same time?	1.0
Yeah, but going back to learning. I mean you talk about I mean not only did I learn a lot at that place Dave is one of the most excellent mentors in the world and he is incredible. He is incredible and not only did he help me kind of funnel all of those thoughts and and all of those positions That I've done in the past where I've been editing producing, you know, directing all this crap. I shouldn't say oh crap, you know all these Crepes fine. I'm fine with grab it but I you know all these positions where I was producing directing and editing and running the camera. He helped funnel down, you know your egos Drew. You're a DP he goes, you're so good at lighting. Thank you. Kevin Hudson. You're so good at lighting and you're so good at shooting and I'm like at the time I'm like, yeah. I know. I know dude, whatever like it's fine.	1.0
Just one final question before we go to Media pigs. If there was when you're talking about Fair currencies, you're looking at the selection of the the least worst options compared to Gold. What is the least worst currency that you can see? Would it be the Swiss franc? Would it be the Japanese Yen who've given that Japan has just come out of a deflationary. Situational tamizh dong what? What? What what? I'm serious. What what what is there is there any currencies so if we if we put gold and silver at the top of your shopping list. What what what appears below it?	1.0
So but wear the same dress the entire see our biases. Hell, I think when I look at it, I don't see plastic first and foremost.	1.0
Like like you are now so when that couple start I'm 37 now and but I started biting I guess around 24 24 23 something like that. And it was just too I went to the gym instructor said he's doing a program for me it is like how far can you run on the treadmill my other brother and I didn't I didn't run and so well, so I just Start a street lights and street lights doll and it all went downhill from there. Basically first it was to lose weight and then, you know just loved it more than I did my first 5k first 12K, then my first half marathon which in I was living in Darwin at the time and I just I'll never forget that feeling a finish my first half marathon. It was just like I never in my dreams thought I'd be able to do that, but someone like me to do a half marathon. Um, yeah, it was a wonderful feeling and then you just keep pushing the envelope that bit further you people thinking maybe I could try doing this and that's just that's just how it happened to I've had some time off here and there in the past. I've got had been injured and when I was pregnant and after I had my daughter I had some time off but you're just the past maybe four years. I've really really got back into it.	1.0
I reckon that's how much you like. He is. Well, well, this is I think John will be gone in January as well. And in January 9 January, I reckon he wheels will job is Johnny's awful. Well Norris will come back and John Randall John Rudy.	1.0
We have one of the newest Pros on Dancing With the Stars welcome to popcorn talk featuring movie discussion news and interviews popcorn talk. We talk movies.	1.0
We're celebrating Rico's that in itself is what's your favorite fucking food tacos?	1.0
So sometimes you need to vacuum or sweeper room just to kind of force yourself to look at it in a different way and get it vacuum ready.	0.0
So getting really organized with what you've purchased think that's a topic that could take up an entire podcast episode additional.	0.0
Yeah, so it turned into T. Manila Latrice. They had a beehive theme which on its face the concept of a club as a beehive. I was like, oh, I don't know how this is gonna work. But when when everything came together and you wash it and then that ending with the release the bees I thought I thought that was amazing after that.	1.0
Yeah, so I don't remember Were the formulas or any of that stuff? I was I think I went a hundred and thirty feet was the deepest ever did and at that level you went twice that it felt. So weird like everything compressed. I remember I had to keep tightening my weight belt because everything shrinks from the pressure. Yeah you deeper and you get knocked.	1.0
I will I will I got it looks like sleep for years really beca.	0.0
Can we do you want to go into sports though and just do that just because it'd be weird.	-1.0
Why buy a Christmas tree?	-1.0
I think like, you know, like the whole like that whole Thanos Gauntlet thing in Fortnight, even though it was very overpowered and yeah read about it. It was and it was a short period you so of fun even if you got killed in three seconds when he lets someone who's that? Oh, that's right. So if so, I wouldn't even mind if I got killed by typing in a couple seconds if I could just have the chance to like fight for	-1.0
Oh, are you thinking wait think I let me shout out Pete Rock to I forgot to mention Pete Rock man. I don't want to my cousin a killed me if I didn't say.	-1.0
Now. I feel like I think it do you agree that the the the there's it feels like there's more cheaters and matchmaking right now. Yeah. Oh for sure.	1.0
So one thing we hear about is the yeah, we can come up. Yeah, but they come up if you love them too much, but she's fast.	1.0
Goes Jackie they all three can't it's wrong, but I do think but I do think it was kind of a punishment for Manila for because she was speaking. I think we can all agree. She was speaking over them and she was kind of jumping over them and trying to outshine them which is a competition not a problem, but I think it was kind of their way of going we're going to teach you a lesson here and I didn't maybe even been just to kind of snap her back because I do think she's getting a little Well, she's becoming a front-runner now. She's right lane right like we got a week.	-1.0
What a yeah Omegle always starts to achieve those in real life. Do you ever do you ever do that? Do you ever go do you ever say POG in real life?	0.0
Yeah, I Love the That Rock style shirt, especially like it with that with the dinner and and dance and stuff after the party. Like we got good beer here got good hard alcohol.	1.0
So I think I thought about this one and that there's two things that I want to say is that the first one is mine. I did touch on it before but when I was going through a by period in my business having to look at different income streams for staging so I created my packages and my style to stay service. So that was the first one and the second one and I think backup touched on this in her interview was that I had these staged a property and owner came back and said we had left scuffs all up and down the hall. We didn't and he never came back to me about it, but it was putting in a process of actually photographing the property before we even put Furniture into it so that we have evidence of anything that could go wrong afterwards. Yeah, that's it.	-1.0
I think right now it's just we're so focused on this and we want to really make this our goal and we want to do the best that we can possibly do with this show. And for now, we're not competing because we do your here we want to put all our time love effort everything into this and if we're going to scatter ourselves, it's not going to be good for anything.	1.0
It's like when you go all weak and psychos just letting you have access to the Twizzlers and eat them whenever you want without making like a rule around it then maybe you wouldn't have felt the need to like, you know load up on your car when I was away for the weekend.	-1.0
Welcome to the construction Brothers podcast. I'm your host Tyler Campbell and with me like he is every week giving me a smirk my brother Eddie Campbell. That was just a smile. That was a smirk its mark means I'm up to something. Well, we got an awesome show for you. Today. We're going to be talking to mr. Tyler / a of f of my Consultants about Mega projects. We were really excited to get to that here. In a moment, but first things first, I'm like to bring something to your attention. No, no, no don't don't don't so it's been cold here in Middle, Georgia. Eddie of you. Have you noticed that it's been a little bit cold? Yeah, give the fact it was like 80 directly before the 29. Yeah. Yeah, I noticed Yeah, so in case you guys don't know we live in Middle, Georgia Middle, Georgia can't make up its mind on whether so we'll go from 80 degrees one day and 30 the next it will just drop overnight. It's absolutely insane. Yeah, actually did that last week it literally did so but here's the thing Florida also got smacked with this little cold front to and there was a little news article that HuffPost put up that I was Giggling at earlier. So some things are falling out of trees and they're not the Coconuts. Are they snakes? They're not snakes. I was hoping there was no not snakes. Again. We passed on that no coconuts and no snakes. They're not monkeys. What are they? So the National Weather Service Office in Miami tweeted don't be surprised. If you see iguanas falling from the trees tonight as lows drop. Up into the 30s and 40s, brr. Yeah, especially if you're an iguana, so it's something that they don't usually talk about and I've heard of this before whenever it gets really cold down in Florida iguanas start falling from the trees because they just they can't handle it. They're not dead. They're just Frozen. Well, they're cold-blooded. Yeah. Yeah, so cold weather is kind of tough on something like that counting that subsists because of the Sun and its heat when that goes away has a hard time. It's true. It's true, especially when in trees I'm going to read on a little bit so iguanas aren't dangerous or aggressive to humans, but the damage seawalls sidewalks and Landscape foliage and can dig lengthy tunnels. Actually. I didn't know that did you know that a Guam has dug tunnels? No. That's kind of terrifying that's news to me. It's like a dinosaur digging a tunnel a mini dinosaurs a micro dinosaur building a tunnel it is I wonder if elon's going to like get 200,000 iguanas and like try to get them to dig tunnels under Ela or so. That's how he's gonna get us how he's gonna do it. He's not actually going to use a machine. He's just going to get all of the iguana's he's got a tiny Army of iguanas. To dig his tunnel under Los Angeles. I mean the man's genius secret. That's the secret. What you do is you have to harness them together. So you get to Belt any straps groups of ten together and then he makes this massive circle of iguanas that he just sets underground and they start chopping away does the circle spin I think so like a carousel. Yeah. It's like a vertical Carousel with iguanas. Yeah. He leads them. Buying by using electric heaters. So he basically entices them with a heat source. And so they move towards the heat source. It's science everybody history. It's mr. Tyler Perez going to be proud of this intro I can hear now. Hey, man, you should have done your research before getting interviewed by us. You didn't know you didn't know. I don't know nothing about nothing. But that intro man. We are smart around here at school this week. I would like to introduce a new segment and we're going to call that segment. Shower thoughts buckle up. For those of you that don't know there is a subreddit called our shower thoughts on it. You can scroll through and a lot of people just post their post their shower thoughts on there. And a lot of these are are quite interesting. So I kind of wanted to take some time today and read them to you and I figured we'd all have a nice little chuckle about this and or Break our brains a little bit just because of how awesome these are they deep. Some of them is this like deep thoughts. Let me give you the let me give you the first one on my list. Okay, if your thumb is chopped off you lose your middle finger. Yeah. Okay, I can see how this would be a mind-blowing thing. More people have stood on the moon then on your desk. That's not true. Is it not know how is it not true because more people have stood on my desk. No, it's not. How do you know who stood on your desk? Why are you standing on your desk for what have you stood on your desk? I've never stood on my desk. So how can you make this argument? Because somebody else has who small people though? We're not going there. Why can't I talk about my kids on the show man? I'm gonna he's not. Oh my gosh. Okay. Well, I thought you were going another way with that. But yeah, okay fine. No Tyler. I was not and I would like you to go read the employment posters now because spiders mold every time you think you see a dead spider you might be looking at the skin of a live spider that is now larger than it was before. I did not need to hear that today. No, I know you love spiders. Yeah - there are gallons of saliva traveling through the postal system at any given moment. I have a question. What do you like licking stamps and envelopes? Sometimes they had I don't know how you feel man, really mixed emotions. Yeah, really mixed emotions. Some of them actually taste. Okay, if you think about it, it's kind of got a muted taste. It's not anything earth-shattering. It's not like Gordon Ramsay himself cooked something and slathered like some broth on the outside of the envelope for you to lick. Okay, let me bring this full circle. Okay. Is there a market for envelopes that taste good? I think there is actually there are envelopes out there that tastes good are there. Yeah, I think there's there's why with me yeah, this is too obvious. Yeah. Like popcorn slathered in butter. That's terrible. Here's one for you. All numbers are closer to 0 than they are to Infinity. I just watch Teddy's head explode. Okay. All right here. Oh, okay. Now here's one dentist study the dangers of plaque in order to receive a plaque that says they can remove your plaque. That's a lot of levels of plaque it is it's like plaque exception. How do you feel about flying? I think that it's a good idea. And most of the time I leave it at that I always bleed every time I floss then the lady over at the dentist's office is always like this because you don't floss and I'm like, but I bleed when I flies I'm like so you're telling me that I would build calluses between my teeth and my teeth holes that would it would prevent the bleeding. And your and your teeth Caverns dude. I I I call Shenanigans. I think big floss is out to get us probably is yeah. Yeah. No, this is all just a racket and all the Mr. In it. They're out there trying to sell their Wares trying to sell us string string with mint flavoring on it in some cases. You know what all this time. They could be tied in with the envelopes to the the people that make the tasty envelopes. Because you think about it. It's the same technology. You're applying Taste of paper, you know, like or like string or like textiles you haven't lived though until you got that piece of popcorn stuck in your teeth in the floss comes in for the rescue and saves the day I got used to do that. No, that's your penalty for eating popcorn. I refuse to use no, I will not use floss to dislodge a popcorn brightest popcorn have to have any kind of punitive value attached to it because Because when it comes out you can eat. So you're saving it for later? Yeah gives you it gives you something to do. What do you think of beards for? Well, why do you think I have a beard to save it for later? Obviously. It's crumb catcher. That's what it is. It's your peanut butter and jelly for lunch. By the way, I didn't have peanut butter and jelly belly. Well that's even scarier than what's in my beard. All right. Well, let's let's move this thing along. Let's talk about Tyler / a so he came in and he wanted to discuss mega-projects FMI is really huge in finding reports and collecting information and spreading that out to people Eddie. I feel like this was more Show then mine listening back to it because you had you just nerded out on a lot of these factoids. This is just right in your veins. So I think I think we should just call this one the Eddie show. Haha. Yeah now I still construction Brothers man. No, no, it's the Eddie show. Okay. Yeah, but I think I said like two words and you hear a chuckle from me. All right, that's it. Everybody comment if you like that format and everybody comment if you miss me. Mom that's that's shit. I'm looking at you that's dangerous man. He had me nerding out because I'm I'm curious about what's going on in construction. Mmm, and he's got he's got research to back up the things that he's saying. Yeah, and so when he's coming at us talking about mega-projects talking about market trends talking about what's going on with Our labor shortages, he has resources and knowledge to back that up. And I think that there is going to be a lot of value to this show. Mmm. Maybe not just may not be for absolutely everyone. I think it's going to be intriguing for most. Yeah, and there's a lot of content here that I feel like just great content, but I do see people that are on the front end of construction trying to decide what they're doing. With projects and how they're how they're going about business right here in a lot of value here. One of the things that really stuck out to me back to the labor shortage. He was saying that we lost a lot of that labor back in O8 during the crash. Yeah, they left and they just never came together came back. And so that is something that we're facing now and something that gets a code often is we need labor. I don't know how many times I've read articles in the recent past that say, I mean, Can too are you a human being do you have a pulse? And those are your requirements? Do you know how to get out of bed? Like we're that starved for Laborers. I'm only being a little silly. Yeah, like I have read articles that are really not far off at in construction Publications. And so yeah, I mean talking about that the Scout of be something of interest to people listening if you're in the construction industry and you have to Source labor, I know that's something We experienced here. Yeah, how do we find talented people get them here retain them train them the way we do things and then leave and effective team. Even if you're a labor in you know in the workforce right now, this could be encouraging to you, you know, and maybe you could start looking at things that you do in a different way that hey maybe I can leverage this. Maybe I can leverage these skills that I have to build up a business, too. Fit in to that that missing piece in our industry. Maybe you can digital. Yeah, maybe you can just realize that you are a valuable part of the industry. You are. Yeah and that your commodity it's hard work, but we appreciate everybody out there doing that every single day. Yeah stay at it. Yeah. All right guys, well, we're going to go ahead and move along and we're going to get into our episode with Tyler Gray. All right, Tyler. Thanks for joining us today.	1.0
You don't even need a premium account.	-1.0
He's my Vita wrists exam should come with mango chutney salad.	0.0
What else do I have to say?	0.0
Now that's that's yeah. I think I think I mentioned before you know in the last two years, especially I've seen the change in agents attitudes towards it but at the same time there's been a lot more businesses and people entering the industry and especially in Capital Cities. I think it's it's a very low barrier to actually enter the industry given you have these higher options or you know, I'm simplifying at a lot. So I'm being overly simplistic, but it is as simple as You can convince somebody to use you to style their home. You can do it tomorrow, you know, you can you can go to a higher company if you're in a capital city and you don't have to own anything. You don't have to actually outlay any costs other than your time obviously to build a business beyond that takes a lot more commitment and energy and cats and all those things. But you know in terms of setting up day one to test it's very easy to actually put your toe in the water if you were to go and like and I should also clarify that and say, you know, it took us a couple of Months before or phone calls and meetings before got our first job. So it's not as simple as that, but you know in I guess as you say young industry with low barrier to at least enter in the early years, it makes sense that we're seeing a lot of businesses pop up.	1.0
Whoo, but because I'm a rock I he's told me he's gonna play some rock too. So there's that. Yes you the after-party at the banquet get the shirt. We just talked about some of the little swag items Friday party as well. We have a Friday Part. We're just that's white sapphire Blues. Yeah, and not to mention. There's actually a seminar in there as well. There's lots of events going on. There's 20 plus. Let me see about twenty two sessions this year and over the course of the two days you get to see about seven of them because it's so you get kind of mixed in and but an hour-long store an hour long each session sort of certificate program. It's basically a tool building seminar, I guess has best way to put it. Yes what always leads to some tidbit of information	1.0
All quantity, but they have like such good quality is my thing to go watch stuff that I've said I've seen but just like covers like a big, you know vast array of things.	1.0
Yes, it is Lee Yes, officially our title. Thank you for watching our first episode as always. I'm Caitlin and she is Bridget, you know, the I'm not letting her secret and we will see you next time.	1.0
Okay, so sometimes when I fold and put away all my clothes, it can be frustrating when there is not room in my drawers for the clothing. So and I don't know if this is going to be relatable for many of you are not but sometimes I need to go through my Roars and hang some things up to make room for things that I want to keep in the drawers because I have more room in my closet than I do in my dresser and I don't want to get another dresser dressers are expensive and I already have a couple plastic units with drawers like one of them is in my master closet.	-1.0
Well, it's they might I don't know go check out Kansas city jails. Anyway, they do have beer if you like beer tastes like very gamey.	1.0
It's not going to completely stop your heart disease because he's an intramuscular that's mainly is gas into Moscow.	-1.0
I need on get away.	0.0
Yeah, you were super hot. I was writing a fucking computer.	1.0
No, you didn't blows whistle blows whistle. So the first one annoyed me because nobody in the ground chapter 4 penalty nobody in the South Bank called for penalty. No player put their hand up for a penalty yet. We have to stop the game and look at a screen that says check in penalties ages as well. I didn't know we didn't know if it was for handball or a push on top. Dirty or whatever it was. It really really fast rights for straight smooth.	-1.0
This is the content it makes a lot more sense to every 100 percent and the fact that we get to do just some basic steps together and just show America what it's supposed to look like. So like let's say Argentine to our just a regular Tango, right Ballroom Tango. They show like I don't know. How long is it like 20 seconds of it, but they show what it's supposed to look like. So in the audience at home is watching they can relate to it. Okay, that's what it's supposed to look like. Well his I'm wasn't exactly like that. So I guess I see what Lana is talking about. Exactly. It's tough.	1.0
Um, it was probably I feel like the one that was angry was when I was like livid at the show, which was after the still Leah episode and I can house When doused Eric wasn't going to happen and all of this craziness was happening was there is what was it called? Um, so it was the collective that Teen Wolf People we're going to create like their own Tumblr called the collective and they were going to upload like you could upload pictures of fan art and whatever and it was so obvious like they were only going to include hetero Actual fan art like they weren't going to allow / shipping and it was just a way for them to like control their fandom like the Teen Wolf and um, and I got a message from somebody who like I can't reveal who they are, but they worked with like this system. It was like listen you have influence amongst the Teen Wolf and mm based on like how popular you are and you have a voice if you speak out. Out against this it will like stop the Teen Wolf people from trying to do whatever it is that they're doing and so they were like you can write a post and just like tell the fandom don't you know mess with this Collective crab don't you know join this? Yes, just you know a way for them to control the fandom and then I like I've looked at like their terms of service or whatever and it was like if you upload a piece of fan art, they You can complete control of that own it own it to like do whatever it is that they want to do with it. So I just formulated this giant post and then I think I uploaded like I posted it before the collective even dropped. So like it was before like it got announced that it was gonna be like into like for like usage. So I uploaded it and people just went crazy over it saying I'm not using this. This is crap blah blah blah and then the piece ER guy who worked at the time for the Teen Wolf PR like ranted on it and like sub tweeted me and he said he said something like like I hate when people who don't know what they're talking about come in and ruin something that you've been working on for like months and I'm like, well, sorry, we all know who that guy was and he still trash to this day.	-1.0
Thank you. Bye.	1.0
I have any thoughts on the bubble gum. I like the color. That's kind of it. It's not bad. I just don't have much to say yeah.	1.0
Should apply for the back.	0.0
Why are all these other companies coming out with an easier way to buy a more fairly priced commodity yet. A woman's most basic commodity is still so hard to buy.	1.0
I think it Obviously took it away at to go ladies disappointed but I think because a point qualified US yeah don't think it really that didn't really take much away from it. People aren't I wasn't I was dozing that way they do that. So yeah, I think yeah, I got a good side though.	-1.0
Yeah, I think so.	1.0
They were recording the third album that was fired by the way, and I don't know the on the business end of things, you know, she was a she was tied with the industry and all that. This is Prior to streaming. This is prior to this new wave of how you know, everything is done. And I don't know we just decided to do us, you know, and I've always been supportive whatever she wants to do like build a studio in the crib like what you know, take it at your own pace, but she was just like no I'm going to do my kids like I don't want to deal the industry, you know, and I think it is difficult. I think for anybody but especially a woman, you know, My once you have a baby and you know what, I mean, like you, you know, haven't her having had hustle so long. She just kind of wanted to take a breather and really be with her kids and not like do both but you know, she still she got some some joints in a stash for sure.	1.0
It was surreal. So, you know soju. Comes out and you know, it's just like, you know poison Hood came out. It was just like we felt like it was this new movement. You know hip-hop is everything is happening at the same time like you go back to that time frame. You can't just look back at my career. You gotta look it with hip-hop is that you got look at everything to inform you of how it felt to me because it was just like we just felt like we were at the tip of something, you know crazy happening right now. And if and for the culture this overuse were now but that's what this was like the the second birth of the culture and then, you know book this movie to program which for me was, you know again, I thought I was gonna play football. So now I'm getting to live out this kind of thing and the writer director of that film David Ward, he wrote major league and so while we were filming the program he was like, you know, I guess there's something contractually was happening with Wesley Snipes who played in the original Because I didn't really want to do majorly to that wasn't my cup of tea. But again that loyalty thing I'm like yo this dude gave me my second job site. Let's go rock. So when rock with that and then Higher Learning, I think John Singleton originally wanted to POC to play Malik, but then pop got locked up. And so then the, you know getting higher learning it was it was a glorious time. It was a great time. It was like, you know the to taste your dreams and to get to live them out is invaluable, you know, and You know, you know you making a little bit of money and you know, you just for me it was like surreal I was so young when this whole process by the time that I'm not even 21 by the time you know, Higher Learning is coming out. So it's just like boom boom. Boom.	1.0
They're expensive Halima Maya 2.0 says fuck kids socks and where they disappear to so people have told me about like dryer traps where like there's like spots and dryers whir socks like gets sucked into the crevasse. I believe it but I don't have any proof.	-1.0
Clean that tray underneath kind of my trick if I have not been good about cleaning my burner trays and they've gotten discolored. You can buy new ones and replace them, but kind of my trick sometimes when I'm getting ready for company is I'll take those out and I'll cover them with aluminum foil and then put them back on, you know, you rinse them off first, but that way just that Blackness doesn't show so that's a little lazy shortcut for you if you're going to ready to have Me or something.	-1.0
This episode of the pitch is brought to you by Microsoft Dynamics 365 when you can't see the whole picture, you can't tell what you're looking at Microsoft Dynamics 365 combines all your data to unlock Better Business outcomes. Learn more at microsoft.com Dynamics. This episode is brought to you by Verizon Verizon is more than a phone company Verizon Prides itself on being a reliable partner for business keeping operations of all sizes ready for what's next with new technology like 5G ultra-wideband Verizon is set to transform the Way businesses operate see how at horizon.com ready. From gimlet media. I'm Josh puccio and this is the pitch. On today's episode a Founder pitches his startup meant to provide TurnKey mobile apps for retailers. He insists it's unlike anything else on the market but in a world where it seems everyone has an app can be convince investors. There's really an opportunity here. Bill Nadel is with Forefront Venture Partners. Phil is all about the numbers will only go in on a deal if you can make the math work. If for some reason the members don't bite then the thing falls apart Jillian Maness is with structure Capital. She's quick to size up the potential in a start-up and its founder and you can count on her to put her money where her mouth is there is no doubt in my mind that you're going to do this. I really feel that Daniel Galati is with Comcast. He loves the high stakes of venture capital and he'll take a gamble on a long shot startup if he senses an opportunity in the billions. I think the only way to make money in VC is to take a non consensus view that turns out to be right and finally on today's episode angel investor James Alta jerr. He looks for Strategic investment opportunities where he can bring his expertise to help us start up really get off the ground. I would be happy to advise your company	1.0
Okay. All right, you weren't a disciplinary. I you don't need any disciplinary action.	-1.0
Yeah. So okay.	1.0
All right.	1.0
This 250 I want to raise a much larger round relatively speaking and really go and really own this market Sterling is wanting to raise the 250 now to help them get to profitability with the plan of raising a much larger round in 2018. Sterling has made his pitch now it's decision time. Here's Daniel is how I feel which is I I'm a huge believer in Sterling Smith the founder. I think you're super Scrappy. I think you've pulled together a team on not that much money and you've frankly built a product that I think at least looks great relative to the other, you know, many quasi competitors or similar products that I've seen in the market my my I'm going to hold off on committing here because my biggest question is Good size. So I don't yet know how big if you get 50% market share or 20 percent market share of your target retailers. And I think all businesses need to start somewhere. I get the we're going after Nan retailers and I get that, you know story but I think you're going to have to nail your target sort of mid-market retail segment. First So my answer is I think it's really interesting. Would love to connect with you after the fact on Market size. Excellent. That's Amelia actually there. Really good segue to my control, which is I want to invest in a company where I can pour fuel on the fire where you have a scalable way of acquiring customers and I can add money to it that will let you explode that that's not here yet. Plus I'm afraid you're not raising enough money. You're going to go back and raise again, very soon. Your focus is going to have to be on fundraising and not on sales and marketing. I appreciate that and and that that's a distraction to me. That's a distraction. I'm concerned about for you.	-1.0
And so these three people that we see here in this in Genesis right?	0.0
Me will always be my favorite child. Like I have I have Big Dreams for right at home staging and the Hub just comes in as a really nice complementary side business. Yeah, there's no there's no secret about that. Who's my favorite child?	1.0
what'd you hapless? Yeah, and I think many people had really good days time was that day? I don't think there was many PV so now but then after that, yeah, just the the sore foot over the weekend after that was kind of turn for the worst kind of Sunday.	-1.0
And at the time I only knew Dave right? I didn't know you I didn't know Zack. I didn't know any of the other team members. So that was really cool. So I came in I talked with him, you know, he told me his plan and I got hired as a videographer and then that's when I met you and you were doing all the editing I little remember the first day you started and it was we what we walked up to Harmons to get some lunch is already there's six of us at the time and it was	-1.0
He's like the fries like before Schwarzenegger.	-1.0
I'm good. Thanks for having me.	1.0
